Job_Category,Experience_Level,Job_Completed,Earnings_USD,Hourly_Rate,project complexity
2,2.0,146,2519,42.75,2.0
2,0.0,56,733,16.64,3.0
0,0.0,7,1269,40.08,4.0
3,0.0,36,100,8.68,1.0
4,1.0,104,2881,39.41,3.0
4,2.0,272,9934,40.93,3.0
5,0.0,53,916,44.99,1.0
7,2.0,182,10459,115.72,3.0
4,1.0,62,4926,50.03,1.0
5,0.0,44,1559,22.78,3.0
2,0.0,25,908,18.43,3.0
0,0.0,75,2363,41.96,3.0
0,2.0,192,6000,80.74,3.0
6,1.0,94,3643,47.43,3.0
5,1.0,155,6148,49.37,1.0
4,0.0,65,2514,28.84,1.0
7,1.0,153,5725,86.45,4.0
2,2.0,236,3976,17.18,3.0
3,2.0,263,5394,26.57,3.0
0,0.0,30,4670,66.52,3.0
7,1.0,161,6817,59.19,4.0
5,0.0,29,1921,22.51,1.0
6,1.0,110,3086,46.02,3.0
3,0.0,53,552,13.6,2.0
1,0.0,47,944,11.72,2.0
6,1.0,66,3799,59.21,1.0
7,1.0,73,4317,57.62,2.0
2,2.0,144,4649,12.71,2.0
5,2.0,162,7568,90.73,1.0
4,0.0,24,900,23.07,2.0
6,1.0,89,3689,37.87,2.0
2,1.0,148,1952,19.03,3.0
3,0.0,10,1139,3.57,2.0
4,0.0,5,1373,25.51,1.0
2,2.0,113,4460,17.33,2.0
1,1.0,105,3269,48.12,3.0
4,0.0,77,2812,43.04,3.0
4,0.0,54,1658,39.78,2.0
6,2.0,175,3356,38.68,1.0
1,0.0,78,843,8.73,3.0
3,0.0,12,112,6.89,3.0
4,0.0,54,2350,39.98,1.0
3,0.0,40,1098,11.91,2.0
0,2.0,202,8343,69.94,3.0
6,0.0,58,1225,13.15,3.0
4,0.0,35,3173,19.67,2.0
6,2.0,189,6057,87.77,2.0
4,1.0,79,2073,59.02,1.0
7,2.0,208,15393,98.57,3.0
7,0.0,15,2742,37.8,3.0
4,2.0,214,3581,95.23,3.0
1,1.0,61,1322,11.05,2.0
1,0.0,8,1130,16.95,1.0
6,0.0,37,1212,27.25,3.0
2,1.0,113,1226,29.16,2.0
7,0.0,67,3335,28.11,2.0
5,2.0,151,9228,106.11,2.0
3,1.0,85,1847,15.76,3.0
2,2.0,182,4677,17.32,1.0
4,0.0,12,922,27.18,3.0
5,0.0,10,1482,23.92,2.0
2,0.0,26,1261,11.64,2.0
2,1.0,130,2283,8.56,3.0
5,2.0,126,3420,81.2,2.0
4,1.0,175,3252,25.76,2.0
7,0.0,58,1837,59.92,3.0
5,0.0,48,1308,52.26,1.0
4,0.0,29,1623,31.3,3.0
3,1.0,171,1156,7.61,3.0
0,2.0,214,7002,139.89,3.0
2,0.0,29,353,17.67,1.0
7,2.0,101,7241,112.04,3.0
4,1.0,178,3102,64.47,3.0
4,2.0,103,8493,47.04,1.0
1,0.0,40,1143,32.59,1.0
3,2.0,233,1759,14.67,2.0
6,2.0,168,4114,77.08,1.0
1,2.0,258,1958,38.24,3.0
3,2.0,208,4116,12.17,1.0
4,2.0,176,3479,55.06,3.0
6,0.0,16,1693,20.37,1.0
6,2.0,281,2284,28.25,2.0
3,0.0,65,1188,8.79,2.0
6,0.0,23,1389,20.14,2.0
6,0.0,38,1027,34.06,2.0
1,0.0,10,1175,29.69,2.0
0,1.0,91,4408,74.46,5.0
2,1.0,85,3397,18.88,1.0
1,0.0,58,1092,28.23,2.0
0,2.0,292,6716,138.72,2.0
2,1.0,110,3358,12.36,1.0
5,2.0,207,11674,63.22,1.0
3,0.0,32,419,9.36,1.0
1,2.0,290,7451,58.92,2.0
7,2.0,117,6425,125.63,5.0
7,2.0,297,14356,65.65,2.0
2,2.0,155,5712,34.55,2.0
4,0.0,78,2639,18.27,1.0
5,0.0,53,2166,19.99,3.0
4,1.0,72,5326,55.71,3.0
5,2.0,202,5583,78.29,1.0
7,2.0,133,13378,67.16,3.0
7,1.0,170,3078,55.78,3.0
5,2.0,284,10093,56.77,1.0
2,2.0,114,4695,17.75,3.0
6,2.0,280,8756,41.88,1.0
5,2.0,277,6319,74.04,1.0
3,1.0,168,801,16.09,1.0
4,0.0,42,2487,47.34,1.0
0,2.0,122,12968,71.22,2.0
0,1.0,114,7653,57.39,3.0
5,0.0,60,1112,35.96,2.0
6,0.0,27,1334,35.6,1.0
3,1.0,63,691,11.69,1.0
0,1.0,115,5162,99.85,4.0
6,2.0,206,9321,71.66,1.0
3,0.0,30,795,7.41,1.0
3,1.0,55,2329,16.12,1.0
7,2.0,267,13234,133.74,3.0
1,2.0,254,4281,36.95,3.0
4,0.0,20,1274,37.6,3.0
7,0.0,33,1694,41.01,2.0
6,2.0,151,7810,44.17,2.0
5,1.0,58,3258,23.31,1.0
1,1.0,68,2976,25.92,3.0
5,2.0,131,5058,54.55,1.0
0,1.0,151,6180,89.93,3.0
3,1.0,163,2692,13.62,3.0
2,1.0,100,2412,26.3,1.0
3,2.0,216,2654,27.16,1.0
4,0.0,51,1826,37.43,3.0
1,2.0,240,8105,31.96,2.0
1,0.0,73,1644,24.84,3.0
6,0.0,6,798,14.7,3.0
5,0.0,79,1256,17.05,3.0
5,2.0,136,8139,83.8,1.0
